"대여소 번호","거치대","위도","경도","고도 표준편차(1km)"
"712.0","14.0","37.516998","126.83831799999999","83.57032329372755"
"713.0","20.0","37.533046999999996","126.82995600000001","83.76537396121884"
"714.0","10.0","37.532546999999994","126.830803","83.83679114799446"
"716.0","15.0","37.517281","126.86433400000001","87.95553714443524"
"719.0","10.0","37.530369","126.864258","88.20887296775972"
"720.0","10.0","37.516197","126.8349","82.94558011049723"
"800.0","15.0","37.532433000000005","126.954742","101.75602326225422"
"802.0","10.0","37.541153","127.00221299999998","110.47740504574439"
"803.0","10.0","37.538139","127.004097","110.68474951563798"
"805.0","9.0","37.536758","126.970001","104.51912416851441"
"806.0","20.0","37.533066","126.96073200000001","102.98173263216164"
"807.0","10.0","37.552277000000004","126.97268700000001","105.70611111111111"
"808.0","10.0","37.520503999999995","126.98973799999999","107.07069870201602"
"809.0","10.0","37.530167","127.00743899999999","110.6926694329184"
"810.0","10.0","37.53841","126.986649","107.29536679536679"
"811.0","20.0","37.53508","126.985382","106.83186328555678"
"812.0","20.0","37.53484","126.97766100000001","105.54783567686793"
"813.0","20.0","37.533512","126.972275","104.67798950566142"
"815.0","20.0","37.518509","126.978798","104.91459369817579"
"816.0","10.0","37.530148","126.968483","103.80110344827587"
"817.0","9.0","37.533451","126.971733","104.54404860535763"
"818.0","15.0","37.544895000000004","126.96938300000001","104.57729669719679"
"819.0","12.0","37.541653000000004","126.970505","104.56033287101248"
"820.0","10.0","37.549026","126.971947","105.59988885801612"
"822.0","10.0","37.522040999999994","126.965523","102.66271700192891"
"823.0","10.0","37.542320000000004","126.96196","103.48029966703663"
"825.0","15.0","37.520336","126.99426299999999","107.68996960486322"
"826.0","20.0","37.555367","126.968643","105.23784384551264"
"900.0","20.0","37.603943","126.927696","101.87323146576118"
"901.0","10.0","37.600975","126.926956","101.56452979384355"
"902.0","10.0","37.643108000000005","126.918221","103.86861313868613"
"903.0","20.0","37.645866","126.92739099999999","105.18609406952966"
"904.0","18.0","37.648674","126.930702","105.96776084407972"
"905.0","11.0","37.636234","126.918999","103.32676138011017"
"906.0","10.0","37.61721","126.919579","101.62924878606113"
"907.0","10.0","37.599491","126.91686200000001","99.8485706198698"
"908.0","10.0","37.613186","126.917351","100.93591569353461"
"909.0","10.0","37.586994","126.922882","99.74656574151949"
"911.0","10.0","37.605583","126.92293500000001","101.3946621237933"
"912.0","10.0","37.589661","126.916946","98.90575035063114"
"913.0","15.0","37.6007","126.920128","100.51118663268196"
"914.0","20.0","37.590796999999995","126.913651","98.76518560179977"
"915.0","10.0","37.584381","126.909897","97.64181614349776"
"916.0","7.0","37.607849","126.92132600000001","101.30539772727273"
"917.0","9.0","37.601299","126.935349","102.77031602708804"
"919.0","10.0","37.607948","126.932503","103.21982391366089"
"921.0","10.0","37.630016","126.91902900000001","102.87240783410138"
"922.0","10.0","37.617802000000005","126.921967","102.11631894827093"
"923.0","10.0","37.620948999999996","126.92563600000001","103.23904952762668"
"924.0","15.0","37.628516999999995","126.929581","104.30051813471502"
"925.0","8.0","37.609566","126.930977","103.19663721858079"
"926.0","8.0","37.611179","126.92966499999999","103.14595210946408"
"927.0","10.0","37.617855","126.922523","102.22749356959132"
"928.0","15.0","37.641315000000006","126.938042","106.57434402332362"
"930.0","7.0","37.601662","126.920303","100.52762822329272"
"931.0","10.0","37.604735999999995","126.91533700000001","99.99234476892543"
"932.0","10.0","37.610003999999996","126.916397","100.52630082456639"
"933.0","10.0","37.612484","126.914879","100.48875604896101"
"1001.0","15.0","37.541805","127.12471799999999","129.89156960621187"
"1002.0","10.0","37.545219","127.12591599999999","130.03965612867444"
"1003.0","20.0","37.543915000000005","127.12545800000001","130.02107598447031"
"1004.0","10.0","37.553349","127.12886","130.98415786548082"
"1006.0","15.0","37.55492","127.142799","133.31535038932148"
"1007.0","16.0","37.559063","127.130646","131.77220829852408"
